,Indicator_Code,Indicator_Name,Indicator_URL,Year,Start_Year,End_Year,Region_Code,Region,Country_Code,Country,Dimension_Type,Dimension_Code,Dimension_Name,Numeric_Value,Value,Low,High
8128,M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2010,2010,2010,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,14.9,14.9 [10.0-19.8],10.0,19.8
8129,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%287-0-mmol-l%29%28age-standardized-estimate%29,1989,1989,1989,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,5.9,5.9 [3.7-8.9],3.7,8.9
8130,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/measles---number-of-reported-cases,2008,2008,2008,WPR,Western Pacific,AUS,Australia,,,,65.0,65,,
8131,HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/generalist-medical-practitioners-%28number%29,1981,1981,1981,WPR,Western Pacific,AUS,Australia,,,,18526.0,18 526,,
8133,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2007,2007,2007,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,6.8,6.8 [4.9-9.3],4.9,9.3
8134,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,0.88369,0.9 [0.7-1.1],0.6898,1.10827
8135,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.1176,0.1,,
8136,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-birth,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,70.09444,70.1 [69.3-70.9],69.33088,70.89066
8137,HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-people-living-with-hiv-%28-%29,2009,2009,2009,WPR,Western Pacific,AUS,Australia,,,,56.0,56 [52 - 61],52.0,61.0
8138,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2014,2014,2014,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,21783.84,21784 [17920-25877],17919.57,25876.95
8139,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/measles---number-of-reported-cases,2023,2023,2023,WPR,Western Pacific,AUS,Australia,,,,26.0,26,,
8140,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,11.71326,12,,
8143,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,308.1781,308,,
8144,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1983,1983,1983,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,6.12012,6.1 [5.6-6.3],5.56016,6.33769
8146,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1998,1998,1998,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,4.1,4.1 [4.0-4.2],4.0,4.2
8147,HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2003,2003,2003,WPR,Western Pacific,AUS,Australia,,,,11028.0,11 028,,
8149,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2012,2012,2012,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,26.0675,26.1 [24.5-27.8],24.51287,27.77076
8150,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2013,2013,2013,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,11.5112,11.5 [10.2-12.9],10.159,12.9217
8151,HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2011,2011,2011,WPR,Western Pacific,AUS,Australia,,,,33.144,33.144,,
8153,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2017,2017,2017,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,144722.9,144723 [102923-198877],102923.0,198877.3
8154,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2016,2016,2016,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,1.42041,1.4 [1.3-1.5],1.34198,1.50195
8155,M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2000,2000,2000,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,24.5,24.5 [20.1-29.0],20.1,29.0
8157,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1950,1950,1950,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,31.60658,31.6 [30.6-32.7],30.58922,32.65879
8159,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2016,2016,2016,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,134.0,134 [125-143],125.0,143.0
8160,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,1.28869,1.3 [1.0-1.7],0.98615,1.65293
8161,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2006,2006,2006,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,4.1824,4.2 [4.1-4.3],4.06908,4.3012
8162,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,29.82906,29.8 [28.2-31.5],28.15582,31.52487
8166,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2012,2012,2012,WPR,Western Pacific,AUS,Australia,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,3.78667,3.8,,
8167,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.02599,0,,
8168,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00723,0,,
8169,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1993,1993,1993,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,23.19252,23.2 [20.8-25.7],20.78872,25.7267
8170,TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2006,2006,2006,WPR,Western Pacific,AUS,Australia,,,,4.0,4,,
8171,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,1.12325,1.1 [0.9-1.4],0.87063,1.42103
8172,NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2008,2008,2008,WPR,Western Pacific,AUS,Australia,SEVERITY,SEVERITY_SEVERE,Severe,0.1,0.1 [0.0-0.4],0.0,0.4
8173,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/current-health-expenditure-%28che%29-per-capita-in-us-dollar,2018,2018,2018,WPR,Western Pacific,AUS,Australia,,,,5857.29,5857.29,,
8174,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,5.39775,5.4 [4.0-7.1],3.99101,7.08585
8175,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,2261.134,2261 [1609-3031],1608.744,3030.895
8176,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,148.2366,148.2,,
8177,NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2009,2009,2009,WPR,Western Pacific,AUS,Australia,SEVERITY,SEVERITY_SEVERE,Severe,0.1,0.1 [0.0-0.4],0.0,0.4
8179,CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,1999,1999,1999,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,73.0,73 [69-77],69.0,77.0
8181,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,1988,1988,1988,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,4.98003,4.98 [4.58-5.34],4.5781,5.33842
8182,NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2017,2017,2017,WPR,Western Pacific,AUS,Australia,SEVERITY,SEVERITY_MILD,Mild,161.0,161 [80.6-370],80.6,370.0
8183,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1962,1962,1962,WPR,Western Pacific,AUS,Australia,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,9.29,9.29,,
8184,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEVERITY,SEVERITY_SEVERE,Severe,8.09,8.09 [0.68-26.7],0.68,26.7
8185,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,37.55833,37.6 [32.6-42.8],32.55197,42.80821
8187,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,4.10066,4.1 [4.0-4.2],3.9911,4.21466
8188,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,2004,2004,2004,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,1.5,1.5 [1.5-1.6],1.5,1.6
8189,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2013,2013,2013,WPR,Western Pacific,AUS,Australia,,,,277658.0,277 658,,
8190,MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,10.00136,10.0,,
8192,NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2006,2006,2006,WPR,Western Pacific,AUS,Australia,SEVERITY,SEVERITY_TOTAL,Total,150.0,150 [75.5-329],75.5,329.0
8193,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,32.51664,32.5 [31.0-34.0],30.99797,34.02623
8194,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2006,2006,2006,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,60365.47,60365 [44345-79463],44344.93,79463.11
8195,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1999,1999,1999,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,47.28181,47.3 [45.5-49.1],45.48467,49.14705
8198,SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2002,2002,2002,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,27.53376,27.5 [24.9 - 30.2],24.87624,30.19129
8201,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,0.4507,0.5 [0.4-0.5],0.42625,0.47637
8202,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pertussis-number-of-reported-cases,1984,1984,1984,WPR,Western Pacific,AUS,Australia,,,,261.0,261,,
8203,HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2020,2020,2020,WPR,Western Pacific,AUS,Australia,,,,28000.0,28 000 [26 000 - 31 000],26000.0,31000.0
8204,CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2004,2004,2004,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,1.15514,1.2 [1.1-1.2],1.11336,1.18997
8206,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.31304,0.3,,
8207,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,317.0,317 [304-330],304.0,330.0
8208,SA_0000001818,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption, projections",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-total-%28recorded-unrecorded%29-per-capita-%2815-%29-consumption-with-95-ci-projections,2030,2030,2030,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,9.92876,9.9 [6.7 - 13.2],6.68538,13.17213
8210,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2009,2009,2009,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,542.0,542 [527-557],527.0,557.0
8211,CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1986,1986,1986,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,1270.0,1270 [1241-1300],1241.0,1300.0
8212,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2001,2001,2001,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,4.18882,4.2 [4.1-4.3],4.06174,4.31385
8213,SA_0000001414,"Alcohol, former drinkers (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-former-drinkers-%28-%29,2019,2019,2019,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,10.56082,10.6 [9.7 - 11.4],9.69749,11.38215
8214,GHED_GGHE-DGDP_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-general-government-health-expenditure-%28gghe-d%29-as-percentage-of-gross-domestic-product-%28gdp%29-%28-%29,2013,2013,2013,WPR,Western Pacific,AUS,Australia,,,,5.93,5.93,,
8215,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,1991,1991,1991,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,0.74677,0.7 [0.7-0.8],0.70679,0.78537
8216,NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2010,2010,2010,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,24.17304,24.2 [20.7-28.1],20.65283,28.12766
8217,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2012,2012,2012,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,158.0,158 [148-169],148.0,169.0
8219,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2012,2012,2012,WPR,Western Pacific,AUS,Australia,,,,60279.0,60 279,,
8220,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,9.19487,9.2 [7.3-11.2],7.31086,11.19291
8221,HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2018,2018,2018,WPR,Western Pacific,AUS,Australia,,,,37.473,37.473,,
8222,FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-household-expenditures-on-health-greater-than-10-of-total-household-expenditure-or-income-%28sdg-3-8-2%29-%28-%29,2015,2015,2015,WPR,Western Pacific,AUS,Australia,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,2.39,2.39,,
8223,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/age-standardized-suicide-rates-%28per-100-000-population%29,2007,2007,2007,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,9.82,9.8 [8.7-11.0],8.73,10.9583
8224,CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1957,1957,1957,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,5626.0,5626 [5519-5731],5519.0,5731.0
8225,SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-consumers-past-12-months-%28-%29,2012,2012,2012,WPR,Western Pacific,AUS,Australia,SEX,SEX_BTSX,Both sexes,80.61797,80.6 [79.4 - 81.8],79.42268,81.76497
8226,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2006,2006,2006,WPR,Western Pacific,AUS,Australia,SEVERITY,SEVERITY_TOTAL,Total,7.4,7.4 [5.3-10.6],5.3,10.6
8227,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2015,2015,2015,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,1.03846,1.0 [1.0-1.1],0.96833,1.11411
8230,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2011,2011,2011,WPR,Western Pacific,AUS,Australia,,,,0.1,<0.1 [<0.1 - <0.1],0.1,0.1
8231,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1999,1999,1999,WPR,Western Pacific,AUS,Australia,SEX,SEX_MLE,Male,1.03622,1.0 [0.8-1.4],0.75091,1.39424
8232,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,WPR,Western Pacific,AUS,Australia,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.63736,0.6,,
8233,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/measles-containing-vaccine-second-dose-%28mcv2%29-immunization-coverage-by-the-nationally-recommended-age-%28-%29,2008,2008,2008,WPR,Western Pacific,AUS,Australia,,,,80.0,80,,
8234,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-at-least-basic-drinking-water-services-%28-%29,2009,2009,2009,WPR,Western Pacific,AUS,Australia,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,99.86367,100,,
8236,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1995,1995,1995,WPR,Western Pacific,AUS,Australia,SEX,SEX_FMLE,Female,201.0,201 [187-214],187.0,214.0
