X,Y,osm_id,osm_type,completeness,#loc+amenity,#meta+healthcare,#loc +name,#meta +operator,#geo+bounds+url,#meta +speciality,#meta +operator_type,#contact +phone,#status+operational_status,#access +hours,#capacity +beds,#capacity +staff,#meta +health_amenity_type,#meta+dispensing,#meta+wheelchair,#meta+emergency,#meta+insurance,#meta+water_source,#meta+electricity,#meta+is_in_health_area,#meta+is_in_health_zone,#contact +url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,#meta +id
,,828373457,way,31.25,clinic,clinic,Awabakal Medical Centre - Cardiff (Women and Children's Clinic),Awabakal,,community,private_non_profit,,,,,,,,,,,,,,,,15,Kelton Street,2285,,88280919,1,2020/07/21 07:14:09+00,8d01173c02924434b101e74fc4b63790
153.0505615,-27.50795803,10044106129,node,18.75,clinic,clinic,Sonder Private Clinic Brisbane,,,cosmetic,,,,Mo-Tu 09:00-17:00; We-Th 09:00-19:00; Fr 09:00-17:00; Sa 09:00-14:00,,,,,,,,,,,,,,,,,126489641,1,2022/09/22 06:20:11+00,49f7fdbe1f2148e4b95648d90b891db5
145.2332741,-37.81328528,9349834349,node,25,clinic,clinic,4Cyte Pathology,,,covid19,,,,,,,,,,,,,,,,,259,Maroondah Highway,3134,,130102644,2,2022/12/15 08:02:33+00,9070b19b4ef647d295f31f569c18ac45
115.751206,-32.046929,9710920873,node,12.5,clinic,clinic,,,,covid19_testing,,,,,,,,,,,,,,,,,,,,,140542222,3,2023/08/29 13:28:35+00,291c1bc7f1cc4f6dab06bd4e5dbdb90a
138.6160544,-34.89640761,7926915313,node,15.625,clinic,clinic,Oral Rehab and Implant Specialist Centre,,,dental,,,,,,,,,,,,,,,,,,,,,91196207,1,2020/09/21 04:09:25+00,502e11e0ab11485bb4e4535b2e4ec8d6
,,327694614,way,31.25,clinic,clinic,Newcastle Community Health Centre,NSW Health,,dental;diabetes;physiotherapy;nutrition;pathology,,,,,,,,,,,,,,,,,670,Hunter Street,2300,Newcastle,97657926,5,2021/01/18 01:35:29+00,1e280bbe48dd414e9a2cd0e9e0a58227
,,551041595,way,15.625,clinic,clinic,Maroochy Denture Clinic,,,dental_orthopaedics,,,,,,,,,,,,,,,,,,,,,93833013,2,2020/11/10 05:17:21+00,68e6042184a9476e95ddc55f817f0cdb
152.7605096,-27.61861986,8383139906,node,34.375,clinic,clinic,Ipswich Day Hospital,Cura Day Hospitals,,dentist;ophthalmology;gastroenterology;surgery;plastic_surgery;oculoplastic;urology,private,,,Mo-Fr 06:00-18:00,,,,,,,,,,,,,10,Churchill Street,4305,,98492667,1,2021/02/01 08:21:19+00,5069cf3564584b388fa5c9defa5835b2
144.9518744,-37.29961442,9030327156,node,15.625,clinic,clinic,Kilmore Dental and Specialist Centre,,,dentist;osteopathy;podiatry;audiology,,,,,,,,,,,,,,,,,,,,,110145624,1,2021/08/24 04:40:36+00,3abcf7cf7f914a419d0f6bdcef34e24b
,,9825891,way,18.75,clinic,clinic,Ekera Medical Centre,,local knowledge,dentistry;radiology;general,,,,,,,,,,,,,,,,,,,,,88036294,5,2020/07/15 13:31:01+00,484e63444af14b0b88fadea2c5b2d6c5
150.1555596,-33.48047383,7298890858,node,15.625,clinic,clinic,Smiles to you Lithgow Denture Clinic,,,denturist,,,,,,,,,,,,,,,,,,,,,82254249,1,2020/03/16 11:12:09+00,34fdc7cef2fb49feaa12d7e9637f5d65
144.9732264,-37.81369741,4248321541,node,31.25,clinic,clinic,Dr Johannes Kern,,,dermatology,,,,,,,,,yes,,,,,,,,15,Collins Street,3000,Melbourne,74929945,3,2019/09/25 22:15:29+00,310c972542de4c5da4033c576fb16c4a
145.016503,-37.77877723,5574876091,node,28.125,clinic,clinic,,,,dermatology,,,,Mo-Su 09:00-17:00,,,,,,,,,,,,,278,Wingrove Street,3078,Fairfield,128655341,2,2022/11/08 19:42:41+00,74672808400049aebc85281a99ee201a
153.2029307,-27.71367408,9731327783,node,15.625,clinic,clinic,Enhance Cosmetic Skin Therapies,,,dermatology,,,,,,,,,,,,,,,,,,,,,120815860,1,2022/05/11 02:06:20+00,618405a31d7741b89e112a08d2dc2b14
,,560467440,way,34.375,clinic,clinic,BareBody,Androula Jabra,,dermatology,,,,"Tu-We 10:00-17:00, Th 10:00-20:00, Fr 10:00-20:00, Sa 09:00-16:00, Su-Mo closed",,,,,,,,,,,,,245,Melville Road,3055,Brunswick West,124913380,6,2022/08/15 07:02:15+00,eaf3f734bd504fc0bc241fb623a0e037
150.7145035,-33.76173002,7221980801,node,25,clinic,clinic,Nepean Dermatology,,,dermatology,,,,Mo-Fr 08:00-16:30,,,,,,,,,,,,,46,Derby Street,,,81156140,1,2020/02/18 07:34:04+00,391686e75b374c5f98dabd7c1ebdbe20
148.0498467,-22.00530021,11399981044,node,31.25,clinic,clinic,Skinderm Aesthetics,Qualified Dermal Clinician,,dermatology,,,,Mo-Fr 10:00-20:00,,,,,,,,,,,,,14,Fraser Street,4744,,144882044,2,2023/12/07 22:03:39+00,a0614efc4510474395a7ef854b23a3ff
,,802309153,way,15.625,clinic,clinic,clinic.skin.,,,dermatology,,,,,,,,,,,,,,,,,,,,,107526640,2,2021/07/07 01:58:22+00,fde3f10eeabe4fb38624de2b10807c16
138.6444901,-34.92064104,7926963094,node,15.625,clinic,clinic,Elixir Skin Fitness,,,dermatology,,,,,,,,,,,,,,,,,,,,,91197198,1,2020/09/21 04:28:20+00,e18ba90ef6eb4b0c898ffda489ed9d18
150.6900456,-33.75390157,7229587195,node,21.875,clinic,clinic,Peter A Hogan,,,dermatology,,,,,,,,,,,,,,,,,5,Worth Street,,,81255047,1,2020/02/20 06:32:31+00,463d2293c3a24c78a7a2ea5c9b4d732f
153.4059803,-28.01063703,6239027691,node,15.625,clinic,clinic,Gold Coast Dermatology Clinic,,,dermatology,,,,,,,,,,,,,,,,,,,,,128918879,2,2022/11/15 05:34:05+00,2870eae5bcd44335a586974db9af3d4d
150.7118466,-33.76128335,9768780906,node,25,clinic,clinic,Affinity Skin Cancer Clinic,,,dermatology,,,,,,,,,,,,,,,,,64-68,Derby Street,2747,,121458194,1,2022/05/25 06:44:12+00,b4412ed5789c421c956a9123b39cc894
153.0311519,-27.51123376,9128386788,node,15.625,clinic,clinic,South East Dermatology,,,dermatology,,,,,,,,,,,,,,,,,,,,,111794408,1,2021/09/28 02:57:02+00,974e83300fea437299097a99679a344a
,,588961672,way,28.125,clinic,clinic,Riversdale Dermatology,,,dermatology,,,,,,,,,,,,,,,,,597,Riversdale Road,3124,Camberwell,59047604,1,2018/05/17 11:43:55+00,566c543b3ff9447aa3bdfb9c47cfa7c6
,,848875146,way,21.875,clinic,clinic,South Road Dermatology,,,dermatology,,,,,,,,,,,,,,,,,178,South Road,,,126930831,2,2022/10/03 11:06:27+00,973f6d03534a4bf283666211d43772ca
151.2653615,-33.7943663,6086592695,node,15.625,clinic,clinic,Australian Skin Cancer Clinics,,,dermatology,,,,,,,,,,,,,,,,,,,,,64833405,1,2018/11/23 22:10:31+00,11465ff4081646a9b676075795de4a6f
153.1291501,-27.61991855,5701342261,node,18.75,clinic,clinic,Dennis Road Medical,,,dermatology;general,,,,,,,,,yes,,,,,,,,,,,,59997317,3,2018/06/20 04:53:56+00,db74e95d95014d93ad2bff75adc1a4fc
153.207207,-27.71753486,9789479027,node,15.625,clinic,clinic,Top Health Doctors,,,dermatology;general,,,,,,,,,,,,,,,,,,,,,121833439,1,2022/06/02 04:20:06+00,bf63b720676f4187b5bc3013ddaa571e
,,806740976,way,15.625,clinic,clinic,Clarence Valley Imaging,,,diagnostic_radiology,,,,,,,,,,,,,,,,,,,,,85544467,1,2020/05/21 09:29:17+00,413e350b6a7640fb928cb1925a25943b
153.2493936,-27.54199426,9916996780,node,31.25,clinic,clinic,Queensland X-Ray,,,diagnostic_radiology,,,,Mo-Fr 07:00-18:00; Sa 08:00-12:30,,,,,yes,,,,,,,,24,Weippin Street,4163,,124184900,1,2022/07/28 12:31:08+00,2061a53d592a4f4cb68141f435bf67ff
153.3999682,-27.49719047,8059118483,node,31.25,clinic,clinic,Marie Rose Centre,Queensland Health,,emergency,public,,,24-Jul,,,,,,,,,,,,,36,Oxley Parade,,,143992672,2,2023/11/14 02:51:09+00,d54867bce1e74bf8abbc6b490523bc1d
153.3999682,-27.49719047,8059118483,node,31.25,clinic,clinic,Marie Rose Centre,Queensland Health,,emergency,public,,,24-Jul,,,,,,,,,,,,,36,Oxley Parade,,,143992672,2,2023/11/14 02:51:09+00,d54867bce1e74bf8abbc6b490523bc1d
,,562449876,way,31.25,clinic,clinic,Southside Endoscopy Centre,,survey,endoscopy,,,,,,,,,,,,,,,,,66,Bryants Road,4128,Shailer Park,70205074,2,2019/05/13 18:37:37+00,75a2c4af40b8404b904cf78318ddd323
,,1035071830,way,28.125,clinic,clinic,Jupiter Health & Medical Services,,,family_medicine,,,,"Mo-Fr 08:00-18:00; Sa,Su,PH 09:00-14:00",,,,,,,,,,,,,6,Calypso Parade,6163,,117848978,1,2022/02/25 13:15:35+00,26874481bd4c48d99ec1854c422a651a
152.8559412,-27.62434336,8834149926,node,15.625,clinic,clinic,Collingwood Park Medical Centre,,,family_medicine,,,,,,,,,,,,,,,,,,,,,106367688,1,2021/06/15 04:43:23+00,f868c6b1b5394426a6138208f6b53567
151.0015819,-33.81415698,8460982658,node,15.625,clinic,clinic,UnitingCare Institute of Family Practice,,,family_medicine,,,,,,,,,,,,,,,,,,,,,100047340,1,2021/02/26 11:42:53+00,821332eff89f4dabba7b0b18af10ac84
144.9497662,-37.3062264,9030327150,node,15.625,clinic,clinic,Kilmore Medical Practice,,,family_medicine;skin,,,,,,,,,,,,,,,,,,,,,110145624,1,2021/08/24 04:40:36+00,890703491c0d4fc881d419011388b885
151.2036466,-33.86382562,8946632296,node,25,clinic,clinic,Monash IVF Sydney Day Hospital,Monash IVF Group,,fertility,,,,,,,,,,,,,,,,,207,Kent Street,,,108533646,1,2021/07/24 14:00:07+00,74ddc7b1a1c34fc897d43ecffa4f27b7
115.8459914,-32.07087342,9989949711,node,18.75,clinic,clinic,Gastroenterology,,,gastroenterology,,,,Mo-Fr 9:00-16:00,,,,,,,,,,,,,,,,,125597717,1,2022/08/31 07:05:20+00,cb1935ea54da4e3d85bab11c07e1c4a7
,,91855356,way,15.625,clinic,clinic,Brindabella Specialist Centre,,,gastroenterology;surgery;radiology;pathology,,,,,,,,,,,,,,,,,,,,,99247889,3,2021/02/14 12:34:33+00,36deadf713304bc9997985e69ebb42eb
153.4402695,-28.06623117,6302420397,node,18.75,clinic,clinic,Medical On Miami,,,general,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00; Su 08:00-12:00,,,,,,,,,,,,,,,,,128581156,4,2022/11/07 06:05:03+00,2ea17614d9c74814aa23a55f3ddd2d14
,,960603848,way,28.125,clinic,clinic,Worrigee Medical Centre,,,general,,,,Mo-Fr 08:00-17:30,,,,,,,,,,,,,53,Isa Road,2540,,143816983,3,2023/11/09 10:57:27+00,a7b6a2496cd44cbfb73c8b8ac5112c54
,,902346624,way,28.125,clinic,clinic,Warwick Road Medical,,,general,,,,Mo-Fr 08:30-17:00,,,,,,,,,,,,,70,Warwick Road,4305,,98458917,1,2021/01/31 17:29:18+00,ce2c629bf07d4ea386d0a04952a55216
152.7605988,-27.61342174,8363888915,node,15.625,clinic,clinic,myhealth Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,106992741,2,2021/06/26 07:10:44+00,5265908c1c98496088b4906205d21fcf
138.634254,-34.92226352,8780477925,node,15.625,clinic,clinic,Norwood Family Practice,,,general,,,,,,,,,,,,,,,,,,,,,117788549,3,2022/02/23 21:30:01+00,1e61d09678454ab1b979652ac973eebd
153.4093365,-27.97965408,6569405104,node,18.75,clinic,clinic,Brickworks Medical Clinic,,,general,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,,,,,142175664,2,2023/10/05 07:32:37+00,e8ce868f438e4152871c3fadbefcfa27
153.2606745,-27.78419094,9787101928,node,21.875,clinic,clinic,Amtan Medical Centre,,,general,,,,Mo-Fr 08:00-17:00; PH off,,,,,yes,,,,,,,,,,,,121789026,1,2022/06/01 01:12:22+00,3a1164ef81d141bb9ad7a987355115e5
,,537404018,way,18.75,clinic,,20 Windsor Specialist Centre,,,general,,,,,,,,,,,,,,,,,20,Windsor Avenue,,,54777254,2,2017/12/20 05:52:54+00,e4af69279e16487fbda14ef5bd531419
145.0168142,-37.77877966,5574876093,node,31.25,clinic,clinic,Wingrove Medical Clinic,,,general,,,,Mo 09:00-18:00; Tu-Th 09:00-19:00; Fr 09:00-18:00; Sa 09:00-12:00,,,,,,,,,,,,,270,Wingrove Street,3078,Fairfield,58864621,2,2018/05/11 00:34:38+00,3d1790d2ef4a4bef874edb218b14b399
150.8627003,-34.54648981,11365651288,node,28.125,clinic,clinic,Australian GP Group Medical Centre,,,general,,,,Mo-Fr 09:00-17:00; Sa 09:00-14:00,,,,,,,,,,,,,43-57,Shellharbour Road,2528,,144273048,1,2023/11/21 06:38:06+00,317cbc83f871491ebc254d3ba19dbde4
151.1671814,-33.77351908,6052680397,node,25,clinic,clinic,Lindfield Medical Practice,,,general,,,,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",,,,,,,,,,,,,345,Pacific Highway,,,64374214,2,2018/11/11 13:09:32+00,07296d0f41c14af79a5979dab5f65807
153.2004705,-27.71323553,9708457417,node,21.875,clinic,clinic,Altitude Tru Health Solutions,,,general,,,,,,,,,,,,,,,,,48,Kokoda Street,,,129554083,2,2022/11/30 09:55:13+00,a7a4dcd2aa5d43f08e30e6d9561dc8d7
153.4334549,-28.0734122,4263664418,node,31.25,clinic,clinic,Miami Village Medical Practice,,,general,,,,"Mo-Fr 07:30-17:00; Sa,Su off",,,,,,,,,,,,,110,Mountain View Avenue,4220,Miami,139501245,5,2023/08/06 03:49:04+00,d945ffb5fdc14395b80073fd5d8846dc
,,686756055,way,25,clinic,clinic,Mt Barker & Balhannah Medical Centres,,,general,,,,,,,,,,,,,,,,,59,Wellington Road,5251,,141050584,2,2023/09/10 07:45:01+00,470ae74bc5684fab8737dd2117c8b925
153.324689,-28.81746771,1530387965,node,28.125,clinic,clinic,Goonellabah Medical Centre,,,general,,,,"Mo - Fr 08:30-17:00, Sa 08:30-15:00",,,,,,,,,,,,,616,Ballina Road,2480,,90468816,3,2020/09/06 03:59:58+00,644d987e62b44a9793ad82f72c7f12b8
153.3992458,-28.00963053,7802645509,node,18.75,clinic,clinic,Benowa Family Medical Centre,,,general,,,,Mo-Th 08:00-17:00; Fr 08:00-13:30,,,,,,,,,,,,,,,,,89225189,1,2020/08/11 04:20:53+00,fa07b81ec14747529d8a778098b1280e
145.0587934,-37.88459633,5694193284,node,15.625,clinic,clinic,Carnegie Central,,,general,,,,,,,,,,,,,,,,,,,,,59888552,1,2018/06/16 06:00:21+00,241d7db979a14933ba83492e021a0ae0
152.7647119,-27.61571553,8293083118,node,15.625,clinic,clinic,Limestone Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,96972718,1,2021/01/05 10:53:41+00,7f749352ab3b485fa5a8be511ff67dad
,,545138951,way,12.5,clinic,clinic,,,,general,,,,,,,,,,,,,,,,,,,,,139804589,4,2023/08/12 22:38:28+00,ae53a39938294d3ba898beda266a9ce3
,,661323608,way,25,clinic,clinic,Burleigh West Medical Centre,,,general,,,,,,,,,,,,,,,,,138,West Burleigh Road,4220,,66115485,1,2019/01/08 02:55:35+00,a76108d671f34b66aea5993d983b87c6
153.2931273,-27.81225875,9787115115,node,15.625,clinic,clinic,Amtan Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,121792133,2,2022/06/01 04:49:24+00,a457c035302a4804ab765bd6eef0a878
,,942743133,way,21.875,clinic,clinic,Maroochy Waters Medical Practice,Maroochy Waters Medical Practice,,general,private,,,,,,,,,,,,,,,,,,,,104664167,2,2021/05/14 01:59:49+00,0206d72dddce46f7a93371427af9268b
153.4427512,-28.09329718,6199970213,node,15.625,clinic,clinic,Better Access Medical Clinic,,,general,,,,,,,,,,,,,,,,,,,,,68441025,2,2019/03/23 10:56:53+00,4785034483c143918e072f8635b566b3
,,537404029,way,21.875,clinic,clinic,Medical Centre Dr DC John Ho,,,general,,,,,,,,,,,,,,,,,16,Balmoral Avenue,,,114387450,3,2021/11/30 06:03:39+00,b7eb2070d9344ac48cbb9c88078f0826
153.03491,-27.4485383,5382566422,node,18.75,clinic,clinic,Bowen Hills Medical Centre,Bowen Hills Medical Centre,,general,,,,,,,,,,,,,,,,,,,,,56131545,2,2018/02/06 22:11:58+00,c40c656516f040f99adff415e6db7bf6
144.9242396,-37.76641007,7848463922,node,15.625,clinic,clinic,SIA Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,122179058,2,2022/06/09 18:37:20+00,a9b9f19194034dcb8ddb4692730c8bc1
152.7956283,-27.57090378,9196168351,node,18.75,clinic,clinic,Health Matters,,,general,,,,,,,,,yes,,,,,,,,,,,,112883169,2,2021/10/23 17:52:12+00,4e22c248ac4940c7bc4ad7e836512656
151.1080207,-33.82259923,7435922201,node,28.125,clinic,clinic,Putney Medical Practice,,,general,,,,Mo-Fr 08:30-18:00; Sa 08:00-12:00,,,,,,,,,,,,,227,Morrison Road,2112,,83966467,1,2020/04/23 00:38:45+00,90cca40096344281bd2a57b2110bf4df
138.7152917,-35.00540756,4835850121,node,28.125,clinic,clinic,Stirling Central Health Clinic,,,general,,,,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",,,,,,,,,,,,,14,Druid Avenue,5152,,90272217,4,2020/09/02 03:38:21+00,deac974f62d4417caaba07bcdb3758a8
152.5802921,-27.46331132,5457998480,node,12.5,clinic,clinic,,,,general,,,,,,,,,,,,,,,,,,,,,56919715,1,2018/03/06 00:55:59+00,08d2a20e38ff4792ac97b9cc2662be24
140.7750126,-37.82578152,6437540540,node,15.625,clinic,clinic,Ferrers Medical Clinic,,,general,,,,,,,,,,,,,,,,,,,,,69717822,1,2019/04/30 03:23:44+00,25ae04e0d2334ef1a382c4cf1ce7b9e0
153.4356358,-28.04632357,5234361523,node,34.375,clinic,clinic,Mermaid Central Medical Clinic,,,general,,,,"Mo-Fr 07:00-18:30, Sa-Su 08:00-14:00",,,,,yes,,,,,,,,2431,Gold Coast Highway,4218,Mermaid Beach,142642725,4,2023/10/16 03:40:17+00,7ce3d0ff53924ecbb69c0bd701506d29
153.2006414,-27.71434823,9708457435,node,21.875,clinic,clinic,Manila Street Surgery,,,general,,,,,,,,,,,,,,,,,43,Manila Street,,,129551400,2,2022/11/30 08:53:25+00,e19322934702442682b84466c35862f4
153.1652375,-28.01756987,5253244111,node,28.125,clinic,clinic,Canungra Valley Medical Centre,,,general,,,,,,,,,,,,,,,,,49,Christie Street,4275,Canungra,54164623,1,2017/11/29 01:04:01+00,511c9caf6b104de8aa6b31aa327da1d4
152.7625123,-27.61772844,8280565139,node,15.625,clinic,clinic,East Clinic,,,general,,,,,,,,,,,,,,,,,,,,,96764432,1,2021/01/01 10:30:25+00,24b4bbc6f5fa4d40aa7a1522a759d24b
,,1010848995,way,18.75,clinic,clinic,Health on 21 Medical Centre,,,general,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,114766987,1,2021/12/10 04:01:41+00,9e0728bee3de4bc4808b1ce8699414cc
115.6320724,-31.54230885,9143436053,node,25,clinic,clinic,Beachside Medical Centre,,,general,,,,,,,,,,,,,,,,,105,Lindsay Beach Boulevard,6035,,112053194,1,2021/10/04 01:40:10+00,50fd991896b84b3896abfd5f4e40fadb
,,537404028,way,15.625,clinic,clinic,Dr Ley Chea,,,general,,,,,,,,,,,,,,,,,,,,,114387450,3,2021/11/30 06:03:39+00,c4d95ece7e0e4b93839893482561375a
,,1009539241,way,28.125,clinic,clinic,Beach Medical Clinic,,,general,,,,Mo-Fr 08:30-17:00; Sa 09:00-12:00,,,,,,,,,,,,,135,Margate Parade,4019,,126972682,3,2022/10/04 05:49:10+00,1b1d0397114444b7a8ce7c5549475a73
153.4425435,-28.09456695,6191498787,node,18.75,clinic,clinic,Burleigh Cove Medical,,,general,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,66117924,1,2019/01/08 05:38:17+00,4757e7bc3361468eaf1ce6e22ddf8c71
153.1573225,-27.07651993,9237708720,node,15.625,clinic,clinic,Welsby Parade Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,113559351,1,2021/11/09 10:33:15+00,c8489fb7dd7d4fbfa8f812f1ed0e21dc
153.444773,-28.07514843,4251887154,node,31.25,clinic,clinic,Miami Family Medical Centre,,,general,,,,Mo-Fr 08:00-16:00,,,,,,,,,,,,,1922,Gold Coast Highway,4220,Miami,144688156,5,2023/12/02 11:18:26+00,eb70af75877e43f4b53799982f6152cd
151.1039061,-33.91276504,3719873210,node,15.625,clinic,clinic,Campsie Family Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,85199049,2,2020/05/14 11:34:23+00,a49f3baffa184ca7becaabb579b5f7e1
138.6248146,-34.94677523,8936949093,node,18.75,clinic,clinic,Arkaba Medical Centre,,,general,private,,,,,,,,,,,,,,,,,,,,108342379,1,2021/07/20 23:35:17+00,4e12b4b00e5943889ccf5e3e42bb343c
,,546791295,way,28.125,clinic,clinic,Eaglesfield Street Medical Centre,,,general,,,,,,,,,,,,,,,,,119,Brisbane Street,4285,Beaudesert,56279891,2,2018/02/12 02:56:28+00,6761463819434aa4ac2d48cff535970b
151.1032777,-33.91229758,4986166741,node,15.625,clinic,clinic,Associated Medical Centre,,,general,,,,,,,,,,,,,,,,,,,,,127940564,3,2022/10/22 23:44:26+00,f12783b50cc84ea48dc4be03b4c07162
151.2549324,-33.92842344,6422580960,node,31.25,clinic,clinic,Myoenergy Health and Phillip Hanney,Phillip Hanney,,general,,,,Mo-Su 09:00-18:00,,,,,,,,,,,,,378,Arden Street,2034,,143773822,3,2023/11/08 10:43:26+00,b9384253f69b41f79f850f8d722eed22
151.0798901,-33.79181234,6397424326,node,18.75,clinic,clinic,Rowe St Medical Centre,,,general,,,,"Mo-We,Fr 08:00-18:00; Th 08:00-19:00; PH closed; Sa 09:00-17:00; Su 08:00-12:00",,,,,,,,,,,,,,,,,69100303,1,2019/04/11 00:08:08+00,a97d22b08aa14298a30955ffab26aec2
